TAX_MAP,plat,lot,unit,CLASS,SHORT_DESC,FORMATED_ADDRESS,ZIP_POSTAL
069-0048-0000,69,48,0,2,2 -5 Family,11 Sparrow St,02908
074-0373-0000,74,373,0,7,Industrial,120 Corliss St,02904
030-0414-0000,30,414,0,2,2 -5 Family,49 Constitution St,02907
053-0005-0000,53,5,0,14,CI Vacant Land,1074 Broad St,02905
062-0249-0000,62,249,0,2,2 -5 Family,64 Barstow St,02909
024-0490-0000,24,490,0,6,Commercial II,244 Weybosset St,02903
014-0162-0000,14,162,0,13,Residential Vacant Land,191 Gano St,02906
005-0167-0000,5,167,0,2,2 -5 Family,86 Grand View St,02906
068-0164-0000,68,164,0,2,2 -5 Family,9 Book Ct,02908
028-0813-0000,28,813,0,2,2 -5 Family,161 Federal St,02909
065-0608-0000,65,608,0,13,Residential Vacant Land,14 Cliff St,02901
043-0273-0000,43,273,0,13,Residential Vacant Land,51 Noyes Ave,02907
076-0004-0000,76,4,0,4,Combination,474 Branch Ave,02904
064-0083-0000,64,83,0,1,Single Family,123 Fairview St,02909
068-0551-0000,68,551,0,13,Residential Vacant Land,23 Candace St,02908
069-0585-0000,69,585,0,2,2 -5 Family,58 Pekin St,02908
023-0054-0000,23,54,0,71,Charitable,477 Pine St,02905
020-0372-REVO,20,372,REVO,76,Library,111 Dorrance St,02903
020-0261-0004,20,261,4,24,Commercial Condo,123 Dorrance St,02903
077-0400-0000,77,400,0,6,Commercial II,458 Smithfield Ave,NA
037-0095-0000,37,95,0,2,2 -5 Family,76 Atwood St,02909
015-0363-0000,15,363,0,3,Apartment Building,101 South Angell,02906
048-0752-0000,48,752,0,71,Charitable,163 Gordon Ave,02905
059-0375-0000,59,375,0,1,Single Family,61 Cactus St,02905
024-0609-0000,24,609,0,78,Municipal,25 Cahir St,02901
066-0412-0000,66,412,0,7,Industrial,450R Valley St,02909
018-0008-0113,18,8,113,24,Commercial Condo,107 Wickenden St,02906
074-0264-0000,74,264,0,14,CI Vacant Land,19 Livingston,02906
079-0267-0000,79,267,0,1,Single Family,89 Seamans St,02904
068-0495-0000,68,495,0,13,Residential Vacant Land,51 Douglas Ave,02908
035-0556-0000,35,556,0,2,2 -5 Family,699 Harris Ave,02909
012-0084-0000,12,84,0,72,Church,200 Benefit St,02903
048-0594-0000,48,594,0,2,2 -5 Family,226 Oxford St,02905
077-0155-0000,77,155,0,1,Single Family,25 Hampton St,02904
059-0771-0000,59,771,0,2,2 -5 Family,46 Spicer St,02905
068-0757-0000,68,757,0,2,2 -5 Family,238 Orms St,02908
042-0092-0000,42,92,0,2,2 -5 Family,50 Sorrento St,02907
077-0818-0000,77,818,0,2,2 -5 Family,24 Hampton St,02904
034-0277-0000,34,277,0,13,Residential Vacant Land,673 Manton Ave REAR,02909
091-0162-0000,91,162,0,3,Apartment Building,18 Eighth St,NA
023-0404-0000,23,404,0,13,Residential Vacant Land,172 West Clifford,02905
020-0143-0000,20,143,0,6,Commercial II,34 Middle St,02903
053-0715-8LAW,53,715,8LAW,12,Miscellaneous,1040 Broad St,02905
021-0192-0000,21,192,0,14,CI Vacant Land,99R South St,02901
003-0508-1203,3,508,1203,23,Residential Condo,12 Benefit St,02906
065-0213-0000,65,213,0,2,2 -5 Family,27 Harvest St,02909
038-0079-0000,38,79,0,6,Commercial II,353 Blackstone Bl,02906
065-0146-0000,65,146,0,5,Commercial I,30 Prescott St,02909
052-0149-0000,52,149,0,78,Municipal,845 Broad St,02907
079-0696-0000,79,696,0,14,CI Vacant Land,82R Burns St,02904
005-0379-0000,5,379,0,1,Single Family,88 Abbott St,02906
046-0361-0000,46,361,0,14,CI Vacant Land,60 Public St,02903
080-0129-0000,80,129,0,13,Residential Vacant Land,1 Woonasquatucket,02909
032-0175-0000,32,175,0,13,Residential Vacant Land,27 Meader St,02909
035-0175-100E,35,175,100E,23,Residential Condo,75 Willow St,NA
039-0370-0000,39,370,0,2,2 -5 Family,122 Elmgrove Ave,02906
066-0356-0000,66,356,0,2,2 -5 Family,35 Lisbon St,02909
034-0040-0000,34,40,0,1,Single Family,13 Mcclellan St,02909
045-0881-8LAW,45,881,8LAW,12,Miscellaneous,86 Comstock,02905
069-0657-8LAW,69,657,8LAW,12,Miscellaneous,334 Douglas Ave,02908
087-0186-0000,87,186,0,2,2 -5 Family,256 Ohio Ave,02905
043-0477-0000,43,477,0,2,2 -5 Family,123 Burnett St,02907
076-0384-0000,76,384,0,2,2 -5 Family,132 Berkshire St,02904
034-0317-0000,34,317,0,14,CI Vacant Land,688 Manton Ave,02909
043-0102-0000,43,102,0,13,Residential Vacant Land,62 Plymouth St,02909
068-0840-0000,68,840,0,6,Commercial II,150 Douglas Ave,02908
046-0071-0000,46,71,0,75,Hospital,105 Willard Ave,02905
048-1170-0000,48,1170,0,71,Charitable,355 Prairie Ave,02905
059-0075-0000,59,75,0,14,CI Vacant Land,12 Farragut Ave,02905
027-0008-0000,27,8,0,7,Industrial,431 Harris Ave,02909
058-0359-0000,58,359,0,1,Single Family,336 O Connor St,02905
059-0208-0000,59,208,0,2,2 -5 Family,35 Payton St,02905
081-0068-0000,81,68,0,2,2 -5 Family,638 Admiral St,02904
034-0106-0000,34,106,0,13,Residential Vacant Land,45 Leander St,02901
014-0006-0000,14,6,0,3,Apartment Building,186 Waterman St,02906
025-0044-0000,25,44,0,3,Apartment Building,230 Dean St,02909
015-0238-0000,15,238,0,14,CI Vacant Land,158 Pitman St,02906
004-0256-0000,4,256,0,83,44-3-9 Stb,25 Holden St,02908
070-0497-0000,70,497,0,13,Residential Vacant Land,32 Pumgansett St,02904
042-0335-0000,42,335,0,1,Single Family,98 Union Ave,02907
009-0610-0000,9,610,0,83,44-3-9 Stb,400 Hope St,02906
062-0126-0000,62,126,0,2,2 -5 Family,127 Putnam St,02909
016-0605-0016,16,605,16,23,Residential Condo,230 South Main Unit 16,02906
108-0118-0000,108,118,0,72,Church,213 Laurel Hill Ave,02909
048-0690-0000,48,690,0,1,Single Family,50 Croyland Rd,02905
003-0616-0000,3,616,0,4,Combination,1 Charles St,02903
072-0534-0006,72,534,6,23,Residential Condo,67 Northup Ave,02904
016-0217-0000,16,217,0,6,Commercial II,250 South Water,NA
014-0047-0000,14,47,0,2,2 -5 Family,223 Gano St,02906
054-0870-0000,54,870,0,1,Single Family,24 Rachel St,02905
066-0097-0000,66,97,0,1,Single Family,44 Berkley St,02908
018-0357-0000,18,357,0,5,Commercial I,25 Bridge St,02906
072-0549-0000,72,549,0,14,CI Vacant Land,275R Silver Spring St,02904
071-0109-0000,71,109,0,7,Industrial,103 Touro St,02904
013-0283-0000,13,283,0,1,Single Family,20 Cooke St,02906
018-0002-0000,18,2,0,78,Municipal,1 Bridge St,02903
017-0593-0000,17,593,0,2,2 -5 Family,27 Fremont St,02906
105-0407-0000,105,407,0,6,Commercial II,62 Hartford Ave,02909
073-0571-0104,73,571,104,23,Residential Condo,20 Stenton Ave,02906
079-0074-0000,79,74,0,2,2 -5 Family,78 Hazael St,02904
030-0665-8LAW,30,665,8LAW,12,Miscellaneous,56 Bridgham St,02907
030-0184-8LAW,30,184,8LAW,12,Miscellaneous,64 Bridgham St,02907
024-0343-0000,24,343,0,79,School,11 Foster St,02901
002-0274-0017,2,274,17,24,Commercial Condo,1 Randall Sq,02906
067-0409-0000,67,409,0,4,Combination,206 Smith St,02908
064-0837-0000,64,837,0,2,2 -5 Family,23 Mount Pleasant Ave,02909
029-0357-0000,29,357,0,13,Residential Vacant Land,14 Wickham St,02905
026-0300-0000,26,300,0,2,2 -5 Family,26 Pequot St,02909
026-0224-0000,26,224,0,1,Single Family,29 Jones St,02909
008-0026-0000,8,26,0,13,Residential Vacant Land,19 Padelford St,02906
079-0594-0000,79,594,0,2,2 -5 Family,31 Atlas St,02904
003-0617-0000,3,617,0,3,Apartment Building,500 North Main,NA
076-0035-0000,76,35,0,80,State,151 Hawkins St,02904
021-0083-0000,21,83,0,7,Industrial,16 Bassett St,02905
032-0045-0000,32,45,0,14,CI Vacant Land,295 Knight St,02909
016-0570-0054,16,570,54,23,Residential Condo,384 South Main,02906
043-0419-8LAW,43,419,8LAW,12,Miscellaneous,20 Grand St,02907
096-0341-0000,96,341,0,14,CI Vacant Land,72 King St,02909
028-0523-0000,28,523,0,4,Combination,406 Atwells Ave,02909
119-0024-0000,119,24,0,4,Combination,412 Douglas Ave,02904
042-0341-0000,42,341,0,2,2 -5 Family,108 Union Ave,02907
064-0211-0000,64,211,0,2,2 -5 Family,10 Pomona Ave,02909
076-0211-0000,76,211,0,2,2 -5 Family,67 Yorkshire St,02904
059-0664-0000,59,664,0,13,Residential Vacant Land,65 Babcock St,02905
057-0190-0000,57,190,0,6,Commercial II,1210 Broad St,02905
053-0120-8LAW,53,120,8LAW,12,Miscellaneous,197 Colfax St,02905
005-0283-0000,5,283,0,13,Residential Vacant Land,24 Peach Ave,02906
037-0414-0000,37,414,0,2,2 -5 Family,171 Messer St,02907
080-0696-0000,80,696,0,1,Single Family,43 Herbert St,02909
076-0523-0000,76,523,0,7,Industrial,100 Clarkson St,02904
026-0314-0000,26,314,0,6,Commercial II,214 West Exchange,02909
070-0565-0000,70,565,0,79,School,99 Berkshire St,02901
094-0414-0000,94,414,0,80,State,1386 Chalkstone Ave,02908
052-0377-0000,52,377,0,1,Single Family,231 Lenox Ave,02907
068-0807-0000,68,807,0,78,Municipal,20 Derry St,02908
017-0296-0000,17,296,0,2,2 -5 Family,231 Power St,02906
047-0319-0000,47,319,0,7,Industrial,303 Allens Ave,02905
043-0494-0000,43,494,0,2,2 -5 Family,709 Potters Ave,02907
045-0338-0000,45,338,0,2,2 -5 Family,348 Willard Ave,02905
000-0018-0018,0,18,18,24,Commercial Condo,0 Corliss Landing Slips,NA
031-0558-0000,31,558,0,14,CI Vacant Land,12 Waverly St,02907
016-0158-0000,16,158,0,14,CI Vacant Land,242 Brook St,02906
090-0018-0000,90,18,0,3,Apartment Building,315 Park Ave,02905
028-0337-0000,28,337,0,5,Commercial I,230 Atwells Ave,02909
065-0034-0000,65,34,0,13,Residential Vacant Land,46 Newark St,02908
029-0521-0000,29,521,0,7,Industrial,445 Washington St,02909
017-0626-0000,17,626,0,2,2 -5 Family,289 Williams St,02906
031-0477-0000,31,477,0,2,2 -5 Family,39 Waverly St,02907
026-0169-0000,26,169,0,2,2 -5 Family,58 Brayton Ave,02909
063-0425-0000,63,425,0,13,Residential Vacant Land,14 Curtis St,02909
065-0532-0000,65,532,0,2,2 -5 Family,29 Canton St,02909
028-0262-0000,28,262,0,2,2 -5 Family,19 Pallas St,02909
078-0392-0000,78,392,0,14,CI Vacant Land,1117 Douglas Ave REAR,02908
006-0516-0000,6,516,0,3,Apartment Building,179 Camp St,02906
002-0037-0000,2,37,0,14,CI Vacant Land,67 Ashburton St,02904
054-0585-0000,54,585,0,13,Residential Vacant Land,19 Millard St,02905
017-0541-0000,17,541,0,78,Municipal,270 India St,02903
046-0554-0000,46,554,0,7,Industrial,28 Eudora St,02905
087-0210-0000,87,210,0,13,Residential Vacant Land,933 Narragansett Blvd,02905
122-0585-0000,122,585,0,6,Commercial II,1224 Smith St,02908
061-0240-0000,61,240,0,2,2 -5 Family,13 Morgan St,02905
043-0426-0000,43,426,0,5,Commercial I,636 Potters Ave,02907
047-0145-0000,47,145,0,14,CI Vacant Land,204 Swan St,02905
077-0177-0000,77,177,0,1,Single Family,202 Ledge St,02904
051-0069-0000,51,69,0,13,Residential Vacant Land,161 Reservoir Ave,02905
053-0397-0000,53,397,0,4,Combination,903 Broad St,02905
028-0305-0000,28,305,0,2,2 -5 Family,92 Federal St,02909
030-0412-0000,30,412,0,7,Industrial,68 Sprague St,02907
049-0268-0000,49,268,0,2,2 -5 Family,384 Potters Ave,02907
068-0493-0000,68,493,0,4,Combination,43 Douglas Ave,02908
101-0621-0000,101,621,0,7,Industrial,42 Baker St,NA
044-0534-8LAW,44,534,8LAW,12,Miscellaneous,149 Princeton Ave,02907
082-0234-000B,82,234,000B,83,44-3-9 Stb,50 Convent St,02901
030-0221-0000,30,221,0,13,Residential Vacant Land,158 Harrison St,02907
025-0005-0000,25,5,0,14,CI Vacant Land,44 Federal St,02909
063-0290-0000,63,290,0,2,2 -5 Family,23 Steere Ave,02909
059-0745-0000,59,745,0,1,Single Family,61 Fisk St,02905
043-0746-0000,43,746,0,13,Residential Vacant Land,86 Waldo St,02907
114-0052-0000,114,52,0,14,CI Vacant Land,77 Celia St,02909
026-0372-0000,26,372,0,14,CI Vacant Land,185 Bradford St,02903
020-0261-0009,20,261,9,24,Commercial Condo,123 Dorrance St,02903
064-0492-0000,64,492,0,2,2 -5 Family,881 Atwells Ave,02909
032-0499-0000,32,499,0,2,2 -5 Family,82 Marshall St,02909
049-0231-0000,49,231,0,72,Church,93 Stanwood St,02907
026-0239-0000,26,239,0,14,CI Vacant Land,45 Brayton Ave,02909
066-0246-0000,66,246,0,2,2 -5 Family,21 Felix St,02908
025-0449-0000,25,449,0,78,Municipal,305 Westminster St,02903
072-0046-0000,72,46,0,2,2 -5 Family,71 Hall St,02904
127-0005-0000,127,5,0,79,School,610 Mt Pleasant Ave,NA
031-0087-0000,31,87,0,1,Single Family,120 Ford St,02907
089-0110-0000,89,110,0,7,Industrial,143 Alger Ave,02905
052-0015-8LAW,52,15,8LAW,12,Miscellaneous,178 Lexington Ave,02907
041-0289-0000,41,289,0,79,School,287 Butler Ave,NA
027-0094-0000,27,94,0,4,Combination,521 Atwells Ave,02909
019-0033-0000,19,33,0,80,State,2 Exchange St,02903
034-0076-0000,34,76,0,1,Single Family,1600 Chalkstone Ave,02909
042-0389-0000,42,389,0,14,CI Vacant Land,315 Huntington Ave,02909
004-0148-0000,4,148,0,80,State,134 Francis St,02903
005-0503-0000,5,503,0,13,Residential Vacant Land,55 Padelford St,02906
018-0008-0027,18,8,27,23,Residential Condo,30 Bridge St,02906
073-0305-0000,73,305,0,2,2 -5 Family,117 Sixth St,02906
026-0152-0000,26,152,0,3,Apartment Building,51 Brayton Ave,02909
046-0631-0000,46,631,0,14,CI Vacant Land,187 O Connell St,02905
005-0254-0000,5,254,0,2,2 -5 Family,12 Peach Ave,02906
085-0024-0000,85,24,0,1,Single Family,59 Naples Ave,02908
061-0033-0000,61,33,0,1,Single Family,209 Sinclair Ave,02905
049-0470-0000,49,470,0,2,2 -5 Family,77 Mawney St,02907
025-0382-0000,25,382,0,6,Commercial II,135 Broadway St,02909
028-0209-0000,28,209,0,13,Residential Vacant Land,112 Sutton St,02909
042-0434-0000,42,434,0,71,Charitable,355 Huntington Ave,02909
075-0035-0000,75,35,0,13,Residential Vacant Land,38 Collyer St,02906
021-0076-002C,21,76,002C,23,Residential Condo,28 Bassett St,NA
072-0485-0000,72,485,0,6,Commercial II,162 Metcalf St,02904
063-0111-0000,63,111,0,2,2 -5 Family,17 Hannah St,02909
065-0643-0000,65,643,0,78,Municipal,38 Boyd St,02908
084-0190-0003,84,190,3,23,Residential Condo,319 Academy Ave,02908
053-0018-0000,53,18,0,2,2 -5 Family,41 Pennsylvania,02905
015-0401-0000,15,401,0,6,Commercial II,111 Wayland Ave,02906
069-0290-0000,69,290,0,2,2 -5 Family,167 Camden Ave,02908
043-0031-0000,43,31,0,13,Residential Vacant Land,41 Madison St,02907
033-0589-0000,33,589,0,14,CI Vacant Land,32 Helme St,02909
077-0095-0000,77,95,0,2,2 -5 Family,138 Ledge St,02904
094-0509-0000,94,509,0,71,Charitable,212 Leah St,02909
087-0253-0000,87,253,0,1,Single Family,1366 Eddy St,02905
053-0178-0115,53,178,115,23,Residential Condo,15 Elma St,02905
048-0486-0000,48,486,0,4,Combination,97 Burnside St,02905
010-0041-0000,10,41,0,6,Commercial II,163 North Main,02903
033-0608-0000,33,608,0,7,Industrial,4 Addison Pl,02909
034-0367-0000,34,367,0,2,2 -5 Family,1630 Chalkstone Ave,02909
028-0531-0000,28,531,0,1,Single Family,25 Gesler St,02909
039-0309-0000,39,309,0,4,Combination,237 Wayland Ave,02906
082-0314-0035,82,314,35,23,Residential Condo,85 Arbor Dr,02908
067-0136-0000,67,136,0,13,Residential Vacant Land,64 Jewett St,02908
109-0226-0000,109,226,0,4,Combination,225 Pocasset Ave,02909
010-0210-0000,10,210,0,2,2 -5 Family,72 Meeting St,02906
045-0653-8LAW,45,653,8LAW,12,Miscellaneous,517 Public St,02905
065-0271-0000,65,271,0,6,Commercial II,952 Chalkstone Ave,02909
053-0192-0000,53,192,0,5,Commercial I,1007 Broad St,02905
028-0792-0000,28,792,0,5,Commercial I,278 Atwells Ave,02909
124-0508-0000,124,508,0,6,Commercial II,834 Admiral St,02904
068-0671-0000,68,671,0,2,2 -5 Family,176 Holden St,02908
065-0718-0000,65,718,0,2,2 -5 Family,12 Wealth Ave,02909
031-0490-0000,31,490,0,2,2 -5 Family,160 Hanover St,02907
067-0143-0000,67,143,0,2,2 -5 Family,41 Calais St,02908
044-0408-0000,44,408,0,14,CI Vacant Land,261 Elmwood Ave,02907
058-0407-0000,58,407,0,2,2 -5 Family,228 Baker St,02905
017-0451-0000,17,451,0,2,2 -5 Family,18 Trenton St,02906
033-0672-007A,33,672,007A,23,Residential Condo,84 Tell St,NA
117-0492-0000,117,492,0,83,44-3-9 Stb,61 Winrooth Ave,02908
004-0143-0000,4,143,0,80,State,154 Francis St,02903
005-0429-0000,5,429,0,13,Residential Vacant Land,64 Duncan Ave,NA
086-0494-0000,86,494,0,1,Single Family,125 Freeman Pkwy,02906
041-0293-0000,41,293,0,79,School,60 East Orchard Ave,02906
064-0676-0000,64,676,0,2,2 -5 Family,22 Sears Ave,02909
025-0249-0005,25,249,5,24,Commercial Condo,711 Westminster St Unit 5,02909
034-0069-0000,34,69,0,13,Residential Vacant Land,14 Mcclellan St,02909
067-0470-0000,67,470,0,2,2 -5 Family,190 Jewett St,02908
126-0047-0000,126,47,0,70,Cemetary,401 Reservoir Ave,02907
048-0001-0000,48,1,0,13,Residential Vacant Land,390 Sayles St,02905
104-0590-0000,104,590,0,6,Commercial II,207 Union Ave,02909
026-0371-0000,26,371,0,78,Municipal,21 Federal St,02903
053-0249-0000,53,249,0,1,Single Family,42 Corinth St,02907
008-0155-0000,8,155,0,78,Municipal,421 Hope St,02906
023-0216-0000,23,216,0,2,2 -5 Family,136 West Clifford,02905
013-0185-0003,13,185,3,23,Residential Condo,199 Hope St,02906
028-0020-0000,28,20,0,6,Commercial II,184 Broadway St,02909
067-0267-0000,67,267,0,4,Combination,88 Bath St,02908
044-0203-0000,44,203,0,14,CI Vacant Land,665 Broad St,02905
065-0762-0000,65,762,0,1,Single Family,44 Health Ave,02909
037-0391-0000,37,391,0,4,Combination,79 Messer St,02907
065-0539-0000,65,539,0,2,2 -5 Family,40 Canton St,02909
025-0316-0000,25,316,0,5,Commercial I,202 Washington St,02903
053-0617-0000,53,617,0,13,Residential Vacant Land,27R Warrington St,02905
003-0352-0000,3,352,0,80,State,82 Orms St,NA
052-0386-0000,52,386,0,2,2 -5 Family,116 Lenox Ave,02907
076-0205-0000,76,205,0,13,Residential Vacant Land,91 Yorkshire St,02904
071-0182-0000,71,182,0,2,2 -5 Family,36 Marietta St,02904
113-0308-0000,113,308,0,71,Charitable,199 Ophelia St,02909
014-0549-0000,14,549,0,6,Commercial II,205 Governor St,02906
047-0780-0000,47,780,0,71,Charitable,945 Eddy St,02905
045-0742-0000,45,742,0,14,CI Vacant Land,84 Glenham St,02905
101-0174-0000,101,174,0,4,Combination,98 Carolina Ave,02905
086-0626-0009,86,626,9,23,Residential Condo,28 Luzon Ave,02906
065-0889-0000,65,889,0,7,Industrial,60 River Ave,02909
067-0400-0000,67,400,0,2,2 -5 Family,334 Orms St,02908
043-0922-0000,43,922,0,4,Combination,710 Cranston St,02907
028-0345-0000,28,345,0,5,Commercial I,198 Atwells Ave,02909
102-0175-0000,102,175,0,4,Combination,274 Veazie St,02904
081-0393-0000,81,393,0,13,Residential Vacant Land,873 Smith St,02908
077-0494-0000,77,494,0,13,Residential Vacant Land,99 De Pinedo St,02904
030-0627-0000,30,627,0,71,Charitable,557 Broad St,02905
076-0392-0000,76,392,0,14,CI Vacant Land,141 Berkshire St,02904
025-0322-002B,25,322,002B,23,Residential Condo,373 Westminster St,NA
028-1035-0000,28,1035,0,78,Municipal,45 Gesler St,02909
096-0001-0000,96,1,0,80,State,576 Manton Ave,02909
029-0051-0000,29,51,0,14,CI Vacant Land,502 Washington St,02909
028-0273-0000,28,273,0,6,Commercial II,171 Broadway St,02909
012-0345-0000,12,345,0,79,School,22 Benevolent St,02906
079-0037-0000,79,37,0,1,Single Family,63 Hazael St,02904
023-0997-0000,23,997,0,79,School,135 Prairie Ave,02905
059-0502-0000,59,502,0,1,Single Family,178 Calla St,02905
045-0233-0000,45,233,0,80,State,14 Taylor St,02905
070-0567-0000,70,567,0,14,CI Vacant Land,109 Berkshire St,02904
057-0041-0000,57,41,0,1,Single Family,221 Pavilion Ave,02905
049-0189-0000,49,189,0,2,2 -5 Family,42 Redwing St,02907
008-0360-0000,8,360,0,1,Single Family,42 Boylston Ave,02906
071-0537-0000,71,537,0,13,Residential Vacant Land,80 Commodore St,02904
016-0339-0000,16,339,0,2,2 -5 Family,8 Mohawk St,02906
065-0402-0000,65,402,0,2,2 -5 Family,67 Andem St,02909
042-0026-8LAW,42,26,8LAW,12,Miscellaneous,529 Cranston St,02907
053-0073-0000,53,73,0,13,Residential Vacant Land,181 Gallup St,02905
071-0591-0000,71,591,0,78,Municipal,27 Stone St,02904
022-0176-0000,22,176,0,80,State,53 Crary St,02905
064-0147-0000,64,147,0,1,Single Family,77 Chaucer St,02909
030-0685-8LAW,30,685,8LAW,12,Miscellaneous,21 Parkis Ave,02907
032-0068-0000,32,68,0,6,Commercial II,1345 Westminster St,02907
053-0102-0000,53,102,0,6,Commercial II,523 Prairie Ave,02905
068-0572-0000,68,572,0,13,Residential Vacant Land,13 Goddard St,02908
107-0140-0000,107,140,0,78,Municipal,527 Plainfield St,02909
023-0662-0000,23,662,0,75,Hospital,169 Dudley St,02905
084-0261-0000,84,261,0,2,2 -5 Family,54 Home Ave,02909
037-0228-0000,37,228,0,1,Single Family,142 Chapin Ave,02907
045-0710-0000,45,710,0,1,Single Family,52 Glenham St,02905
026-0383-0000,26,383,0,14,CI Vacant Land,50 Cedar St,02909
065-0750-0000,65,750,0,4,Combination,105 Academy Ave,02909
062-0385-0000,62,385,0,1,Single Family,23 Julian St,02909
036-0153-0000,36,153,0,2,2 -5 Family,42 Chapin Ave,02907
042-0326-0000,42,326,0,1,Single Family,7 Avon St,02907
110-0443-0000,110,443,0,14,CI Vacant Land,83 Farmington Ave REAR,02909
063-0044-0000,63,44,0,13,Residential Vacant Land,28 Lavaughn,02909
059-0624-0000,59,624,0,1,Single Family,112 Babcock St,02905
063-0240-8LAW,63,240,8LAW,12,Miscellaneous,66 Joslin St,02909
076-0036-0000,76,36,0,2,2 -5 Family,207-209 Cornwall St,02904
059-0136-0000,59,136,0,1,Single Family,33 Marion Ave N,02905
061-0889-0000,61,889,0,13,Residential Vacant Land,144 Sinclair Ave,02905
044-0070-0000,44,70,0,78,Municipal,43 Daboll St,02907
054-0288-0000,54,288,0,13,Residential Vacant Land,60 Blundell St,02905
030-0441-0000,30,441,0,2,2 -5 Family,11 Sprague St,02907
091-0222-0000,91,222,0,75,Hospital,87 Seventh St,02906
009-0166-0000,9,166,0,1,Single Family,1 Benefit St,02906
080-0688-0000,80,688,0,13,Residential Vacant Land,11 Van Ausdall St,02909
080-0640-0000,80,640,0,2,2 -5 Family,13 Ardwick St,02909
020-0047-0000,20,47,0,6,Commercial II,51 Pine St,02903
089-0209-0000,89,209,0,72,Church,1218 Elmwood Ave,02905
087-0353-0000,87,353,0,2,2 -5 Family,246 Vermont Ave,02905
045-0690-0000,45,690,0,3,Apartment Building,91 Glenham St,02905
